,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
6361,a100004135,1/7/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6362,a100004136,1/7/2018,House Ads,personalization,FALSE,Spanish,Spanish,36-45 years,,,,TRUE
6363,a100004137,1/7/2018,House Ads,personalization,FALSE,Spanish,Spanish,45-55 years,,,,TRUE
6364,a100004138,1/8/2018,Push,personalization,FALSE,English,English,55+ years,,,,TRUE
6365,a100004139,1/8/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6366,a100004140,1/8/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,TRUE
6367,a100004141,1/8/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,TRUE
6368,a100004142,1/8/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,TRUE
6369,a100004143,1/8/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6370,a100004144,1/8/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6371,a100004145,1/9/2018,House Ads,personalization,FALSE,Spanish,Spanish,55+ years,,,,TRUE
6372,a100004146,1/9/2018,Push,personalization,FALSE,English,English,0-18 years,,,,TRUE
6373,a100004147,1/9/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,TRUE
6374,a100004148,1/9/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,TRUE
6375,a100004149,1/9/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,TRUE
6376,a100004150,1/9/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,TRUE
6377,a100004151,1/9/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6378,a100004152,1/10/2018,House Ads,personalization,FALSE,Spanish,Spanish,55+ years,,,,TRUE
6379,a100004153,1/10/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,TRUE
6380,a100004154,1/10/2018,Push,personalization,FALSE,English,English,19-24 years,,,,TRUE
6381,a100004155,1/10/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,TRUE
6382,a100004156,1/10/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,TRUE
6383,a100004157,1/10/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,TRUE
6384,a100004158,1/10/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,TRUE
6385,a100004159,1/11/2018,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,TRUE
6386,a100004160,1/11/2018,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,TRUE
6387,a100004161,1/11/2018,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,TRUE
6388,a100004162,1/11/2018,Push,personalization,FALSE,English,English,24-30 years,,,,TRUE
6389,a100004163,1/11/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,TRUE
6390,a100004164,1/11/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,TRUE
6391,a100004165,1/11/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,TRUE
6392,a100004166,1/12/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,TRUE
6393,a100004167,1/12/2018,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,TRUE
6394,a100004168,1/12/2018,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,TRUE
6395,a100004169,1/12/2018,House Ads,personalization,FALSE,English,Arabic,24-30 years,,,,TRUE
6396,a100004170,1/12/2018,Push,personalization,FALSE,English,English,30-36 years,,,,TRUE
6397,a100004171,1/12/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,TRUE
6398,a100004172,1/12/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,TRUE
6399,a100004173,1/13/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6400,a100004174,1/13/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6401,a100004175,1/13/2018,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,TRUE
6402,a100004176,1/13/2018,House Ads,personalization,FALSE,English,Arabic,24-30 years,,,,TRUE
6403,a100004177,1/13/2018,House Ads,personalization,FALSE,English,Arabic,30-36 years,,,,TRUE
6404,a100004178,1/13/2018,Push,personalization,FALSE,English,English,36-45 years,,,,TRUE
6405,a100004179,1/13/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,TRUE
6406,a100004180,1/14/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6407,a100004181,1/14/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,TRUE
6408,a100004182,1/14/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,TRUE
6409,a100004183,1/14/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,TRUE
6410,a100004184,1/14/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6411,a100004185,1/14/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6412,a100004186,1/14/2018,Push,personalization,FALSE,English,English,45-55 years,,,,TRUE
6413,a100004187,1/15/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,TRUE
6414,a100004188,1/15/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,TRUE
6415,a100004189,1/15/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,TRUE
6416,a100004190,1/15/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,TRUE
6417,a100004191,1/15/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6418,a100004192,1/15/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6419,a100004193,1/15/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6420,a100004194,1/16/2018,Push,personalization,FALSE,English,English,55+ years,,,,TRUE
6421,a100004195,1/16/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6422,a100004196,1/16/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,TRUE
6423,a100004197,1/16/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,TRUE
6424,a100004197,1/23/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,TRUE
6425,a100004198,1/16/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,TRUE
6426,a100004198,1/24/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6427,a100004199,1/16/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6428,a100004199,1/25/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6429,a100004200,1/16/2018,House Ads,personalization,FALSE,English,Arabic,45-55 years,,,,TRUE
6430,a100004200,1/26/2018,House Ads,personalization,FALSE,English,Arabic,45-55 years,,,,TRUE
6431,a100004201,1/17/2018,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,TRUE
6432,a100004201,1/27/2018,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,TRUE
6433,a100004202,1/17/2018,Push,personalization,FALSE,English,English,0-18 years,,,,TRUE
6434,a100004202,1/28/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,TRUE
6435,a100004203,1/17/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,TRUE
6436,a100004203,1/29/2018,House Ads,personalization,FALSE,English,English,19-24 years,,,,TRUE
6437,a100004204,1/17/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,TRUE
6438,a100004204,1/30/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,TRUE
6439,a100004205,1/17/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,TRUE
6440,a100004205,1/31/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6441,a100004206,1/17/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,TRUE
6442,a100004206,1/23/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6443,a100004207,1/17/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6444,a100004207,1/24/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6445,a100004208,1/18/2018,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,TRUE
6446,a100004208,1/25/2018,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,TRUE
6447,a100004209,1/18/2018,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,TRUE
6448,a100004209,1/26/2018,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,TRUE
6449,a100004210,1/18/2018,Push,personalization,FALSE,English,English,19-24 years,,,,TRUE
6450,a100004210,1/27/2018,House Ads,personalization,FALSE,English,English,19-24 years,,,,TRUE
6451,a100004211,1/18/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,TRUE
6452,a100004211,1/28/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,TRUE
6453,a100004212,1/18/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,TRUE
6454,a100004212,1/29/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6455,a100004213,1/18/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,TRUE
6456,a100004213,1/30/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6457,a100004214,1/18/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,TRUE
6458,a100004214,1/31/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6459,a100004215,1/19/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,TRUE
6460,a100004215,1/23/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,TRUE
6461,a100004216,1/19/2018,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,TRUE
6462,a100004216,1/24/2018,House Ads,personalization,FALSE,English,Arabic,0-18 years,,,,TRUE
6463,a100004217,1/19/2018,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,TRUE
6464,a100004217,1/25/2018,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,TRUE
6465,a100004218,1/19/2018,Push,personalization,FALSE,English,English,24-30 years,,,,TRUE
6466,a100004218,1/26/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,TRUE
6467,a100004219,1/19/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,TRUE
6468,a100004219,1/27/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6469,a100004220,1/19/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,TRUE
6470,a100004220,1/28/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6471,a100004221,1/19/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,TRUE
6472,a100004221,1/29/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6473,a100004222,1/20/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,TRUE
6474,a100004222,1/30/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,TRUE
6475,a100004223,1/20/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,TRUE
6476,a100004223,1/31/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,TRUE
6477,a100004224,1/20/2018,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,TRUE
6478,a100004224,1/23/2018,House Ads,personalization,FALSE,English,Arabic,19-24 years,,,,TRUE
6479,a100004225,1/20/2018,House Ads,personalization,FALSE,English,Arabic,24-30 years,,,,TRUE
6480,a100004225,1/24/2018,House Ads,personalization,FALSE,English,Arabic,24-30 years,,,,TRUE
6481,a100004226,1/20/2018,Push,personalization,FALSE,English,English,30-36 years,,,,TRUE
6482,a100004226,1/25/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6483,a100004227,1/20/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,TRUE
6484,a100004227,1/26/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6485,a100004228,1/20/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,TRUE
6486,a100004228,1/27/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6487,a100004229,1/21/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6488,a100004229,1/28/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,TRUE
6489,a100004230,1/21/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6490,a100004230,1/29/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,TRUE
6491,a100004231,1/21/2018,House Ads,personalization,FALSE,English,English,19-24 years,,,,TRUE
6492,a100004231,1/30/2018,House Ads,personalization,FALSE,English,English,19-24 years,,,,TRUE
6493,a100004232,1/26/2018,House Ads,personalization,FALSE,English,Arabic,24-30 years,,,,TRUE
6494,a100004232,1/31/2018,Facebook,personalization,FALSE,English,Arabic,24-30 years,,,,TRUE
6495,a100004233,1/26/2018,House Ads,personalization,FALSE,English,Arabic,30-36 years,,,,TRUE
6496,a100004233,1/1/2018,Instagram,personalization,FALSE,English,Arabic,30-36 years,,,,TRUE
6497,a100004234,1/27/2018,Push,personalization,FALSE,English,English,36-45 years,,,,TRUE
6498,a100004234,1/1/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,TRUE
6499,a100004235,1/27/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,TRUE
6500,a100004235,1/1/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,TRUE
6501,a100004236,1/27/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6502,a100004236,1/1/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,TRUE
6503,a100004237,1/27/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,TRUE
6504,a100004237,1/1/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,TRUE
6505,a100004238,1/27/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,TRUE
6506,a100004238,1/1/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,TRUE
6507,a100004239,1/27/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,TRUE
6508,a100004239,1/1/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,TRUE
6509,a100004240,1/27/2018,House Ads,personalization,FALSE,English,Arabic,30-36 years,,,,TRUE
6510,a100004240,1/2/2018,Facebook,personalization,FALSE,English,Arabic,30-36 years,,,,TRUE
6511,a100004241,1/28/2018,House Ads,personalization,FALSE,English,Arabic,36-45 years,,,,TRUE
6512,a100004241,1/3/2018,Instagram,personalization,FALSE,English,Arabic,36-45 years,,,,TRUE
6513,a100004242,1/28/2018,Push,personalization,FALSE,English,English,45-55 years,,,,TRUE
6514,a100004242,1/4/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,TRUE
6515,a100004243,1/28/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,TRUE
6516,a100004243,1/5/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6517,a100004244,1/28/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,TRUE
6518,a100004244,1/6/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6519,a100004245,1/28/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,TRUE
6520,a100004245,1/7/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,TRUE
6521,a100004246,1/28/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,TRUE
6522,a100004246,1/8/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,TRUE
6523,a100004247,1/28/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6524,a100004247,1/9/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,TRUE
6525,a100004248,1/29/2018,House Ads,personalization,FALSE,English,Arabic,36-45 years,,,,TRUE
6526,a100004248,1/10/2018,Facebook,personalization,FALSE,English,Arabic,36-45 years,,,,TRUE
6527,a100004249,1/29/2018,House Ads,personalization,FALSE,English,Arabic,45-55 years,,,,TRUE
6528,a100004249,1/11/2018,Instagram,personalization,FALSE,English,Arabic,45-55 years,,,,TRUE
6529,a100004250,1/29/2018,Push,personalization,FALSE,English,English,55+ years,,,,TRUE
6530,a100004250,1/12/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,TRUE
6531,a100004251,1/29/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6532,a100004251,1/13/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,TRUE
6533,a100004252,1/29/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,TRUE
6534,a100004252,1/14/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,TRUE
6535,a100004253,1/29/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,TRUE
6536,a100004253,1/15/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,TRUE
6537,a100004254,1/29/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,TRUE
6538,a100004254,1/16/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,TRUE
6539,a100004255,1/30/2018,House Ads,personalization,FALSE,English,Arabic,36-45 years,,,,TRUE
6540,a100004255,1/17/2018,Instagram,personalization,FALSE,English,Arabic,36-45 years,,,,TRUE
6541,a100004256,1/30/2018,House Ads,personalization,FALSE,English,Arabic,45-55 years,,,,TRUE
6542,a100004256,1/18/2018,Facebook,personalization,FALSE,English,Arabic,45-55 years,,,,TRUE
6543,a100004257,1/30/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,TRUE
6544,a100004257,1/19/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6545,a100004258,1/30/2018,Push,personalization,FALSE,English,English,0-18 years,,,,TRUE
6546,a100004258,1/20/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6547,a100004259,1/30/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,TRUE
6548,a100004259,1/21/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,TRUE
6549,a100004260,1/30/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,TRUE
6550,a100004260,1/22/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,TRUE
6551,a100004261,1/30/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,TRUE
6552,a100004261,1/23/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,TRUE
6553,a100004262,1/31/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,TRUE
6554,a100004262,1/24/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,TRUE
6555,a100004263,1/31/2018,House Ads,personalization,FALSE,English,Arabic,45-55 years,,,,TRUE
6556,a100004263,1/25/2018,Instagram,personalization,FALSE,English,Arabic,45-55 years,,,,TRUE
6557,a100004264,1/31/2018,House Ads,personalization,FALSE,English,Arabic,55+ years,,,,TRUE
6558,a100004264,1/26/2018,Facebook,personalization,FALSE,English,Arabic,55+ years,,,,TRUE
6559,a100004265,1/31/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,TRUE
6560,a100004265,1/27/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,TRUE
6561,a100004266,1/31/2018,Push,personalization,FALSE,English,English,19-24 years,,,,TRUE
6562,a100004266,1/28/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,TRUE
6563,a100004267,1/31/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,TRUE
6564,a100004267,1/29/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,TRUE
6565,a100004268,1/31/2018,Instagram,personalization,FALSE,English,English,30-36 years,,,,TRUE
6566,a100004268,1/30/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,TRUE
6567,a100004269,1/1/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,TRUE
6568,a100004269,1/31/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,TRUE
6569,a100004270,1/1/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,TRUE
6570,a100004270,1/6/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,TRUE
6571,a100004271,1/1/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,TRUE
6572,a100004271,1/7/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6573,a100004272,1/1/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,TRUE
6574,a100004272,1/8/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6575,a100004273,1/1/2018,House Ads,personalization,FALSE,English,English,19-24 years,,,,TRUE
6576,a100004273,1/9/2018,Push,personalization,FALSE,English,English,19-24 years,,,,TRUE
6577,a100004274,1/1/2018,Push,personalization,FALSE,English,English,24-30 years,,,,TRUE
6578,a100004274,1/10/2018,Email,personalization,FALSE,English,English,24-30 years,,,,TRUE
6579,a100004275,1/1/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,TRUE
6580,a100004275,1/11/2018,Push,personalization,FALSE,English,English,30-36 years,,,,TRUE
6581,a100004276,1/2/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,TRUE
6582,a100004276,1/12/2018,Email,personalization,FALSE,English,English,36-45 years,,,,TRUE
6583,a100004277,1/2/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,TRUE
6584,a100004277,1/13/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,TRUE
6585,a100004278,1/2/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,TRUE
6586,a100004278,1/14/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6587,a100004279,1/2/2018,House Ads,personalization,FALSE,German,German,0-18 years,,,,TRUE
6588,a100004279,1/15/2018,Facebook,personalization,FALSE,German,German,0-18 years,,,,TRUE
6589,a100004280,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,,,,TRUE
6590,a100004280,1/16/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,TRUE
6591,a100004281,1/2/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,TRUE
6592,a100004281,1/17/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,TRUE
6593,a100004282,1/2/2018,Push,personalization,FALSE,English,English,30-36 years,,,,TRUE
6594,a100004282,1/18/2018,Push,personalization,FALSE,English,English,30-36 years,,,,TRUE
6595,a100004283,1/3/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,TRUE
6596,a100004283,1/19/2018,Facebook,personalization,FALSE,English,English,36-45 years,,,,TRUE
6597,a100004284,1/3/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,TRUE
6598,a100004284,1/20/2018,Instagram,personalization,FALSE,English,English,45-55 years,,,,TRUE
6599,a100004285,1/3/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6600,a100004285,1/21/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,TRUE
6601,a100004286,1/3/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6602,a100004286,1/22/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,TRUE
6603,a100004287,1/3/2018,House Ads,personalization,FALSE,German,German,19-24 years,,,,TRUE
6604,a100004287,1/23/2018,Facebook,personalization,FALSE,German,German,19-24 years,,,,TRUE
6605,a100004288,1/3/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,TRUE
6606,a100004288,1/24/2018,Push,personalization,FALSE,English,English,24-30 years,,,,TRUE
6607,a100004289,1/3/2018,House Ads,personalization,FALSE,German,German,30-36 years,,,,TRUE
6608,a100004289,1/25/2018,Facebook,personalization,FALSE,German,German,30-36 years,,,,TRUE
6609,a100004290,1/4/2018,Push,personalization,FALSE,English,English,36-45 years,,,,TRUE
6610,a100004290,1/26/2018,Instagram,personalization,FALSE,English,English,36-45 years,,,,TRUE
6611,a100004291,1/4/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,TRUE
6612,a100004291,1/27/2018,Facebook,personalization,FALSE,English,English,45-55 years,,,,TRUE
6613,a100004292,1/4/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6614,a100004292,1/28/2018,Instagram,personalization,FALSE,English,English,55+ years,,,,TRUE
6615,a100004293,1/4/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,TRUE
6616,a100004293,1/29/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6617,a100004294,1/4/2018,Facebook,personalization,FALSE,English,English,19-24 years,,,,TRUE
6618,a100004294,1/30/2018,Push,personalization,FALSE,English,English,19-24 years,,,,TRUE
6619,a100004295,1/4/2018,House Ads,personalization,FALSE,German,German,24-30 years,,,,TRUE
6620,a100004295,1/31/2018,House Ads,personalization,FALSE,German,German,24-30 years,,,,TRUE
6621,a100004296,1/4/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6622,a100004296,1/11/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6623,a100004297,1/5/2018,House Ads,personalization,FALSE,German,German,36-45 years,,,,TRUE
6624,a100004297,1/12/2018,House Ads,personalization,FALSE,English,German,36-45 years,,,,TRUE
6625,a100004298,1/5/2018,Push,personalization,FALSE,English,English,45-55 years,,,,TRUE
6626,a100004298,1/13/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6627,a100004299,1/5/2018,Facebook,personalization,FALSE,English,English,55+ years,,,,TRUE
6628,a100004299,1/14/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,TRUE
6629,a100004300,1/5/2018,Instagram,personalization,FALSE,English,English,0-18 years,,,,TRUE
6630,a100004300,1/15/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,TRUE
6631,a100004301,1/5/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,TRUE
6632,a100004301,1/16/2018,House Ads,personalization,FALSE,English,English,19-24 years,,,,TRUE
6633,a100004302,1/5/2018,Facebook,personalization,FALSE,English,English,24-30 years,,,,TRUE
6634,a100004302,1/17/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,TRUE
6635,a100004303,1/5/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6636,a100004303,1/18/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6637,a100004304,1/6/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6638,a100004304,1/19/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6639,a100004305,1/6/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6640,a100004305,1/20/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6641,a100004306,1/6/2018,Push,personalization,FALSE,English,English,55+ years,,,,TRUE
6642,a100004306,1/21/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,TRUE
6643,a100004307,1/6/2018,Facebook,personalization,FALSE,English,English,0-18 years,,,,TRUE
6644,a100004307,1/22/2018,House Ads,personalization,FALSE,English,English,0-18 years,,,,TRUE
6645,a100004308,1/6/2018,Instagram,personalization,FALSE,English,English,19-24 years,,,,TRUE
6646,a100004308,1/23/2018,House Ads,personalization,FALSE,English,English,19-24 years,,,,TRUE
6647,a100004309,1/6/2018,Instagram,personalization,FALSE,English,English,24-30 years,,,,TRUE
6648,a100004309,1/24/2018,House Ads,personalization,FALSE,English,English,24-30 years,,,,TRUE
6649,a100004310,1/6/2018,Facebook,personalization,FALSE,English,English,30-36 years,,,,TRUE
6650,a100004310,1/25/2018,House Ads,personalization,FALSE,English,English,30-36 years,,,,TRUE
6651,a100004311,1/7/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6652,a100004311,1/26/2018,House Ads,personalization,FALSE,English,English,36-45 years,,,,TRUE
6653,a100004312,1/7/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6654,a100004312,1/27/2018,House Ads,personalization,FALSE,English,English,45-55 years,,,,TRUE
6655,a100004313,1/7/2018,House Ads,personalization,FALSE,English,English,55+ years,,,,TRUE
